Con,Contp,PP,PPName,Reg,AgtId,Agt,Dat,Status,Lgt,N_characters,Agtp,Stage,StageSub,Part,ThrdPart,OthAgr,Loc1ISO,Loc2ISO,Loc1GWNO,Loc2GWNO,UcdpCon,UcdpAgr,PamAgr,CowWar,GCh,GChRhet,GChAntid,GChSubs,GChOth,GDis,GDisRhet,GDisAntid,GDisSubs,GDisOth,GAge,GAgeRhet,GAgeAntid,GAgeSubs,GAgeOth,GMig,GMigRhet,GMigAntid,GMigSubs,GMigOth,GRa,GRaRhet,GRaAntid,GRaSubs,GRaOth,GRe,GReRhet,GReAntid,GReSubs,GReOth,GInd,GIndRhet,GIndAntid,GIndSubs,GIndOth,GOth,GOthRhet,GOthAntid,GOthSubs,GOthOth,GRef,GRefRhet,GRefSubs,GRefOth,GSoc,GSocRhet,GSocAntid,GSocSubs,GSocOth,GeWom,GeMe,GeMeNu,GeMeOth,GeLgbti,GeLgbtiPos,GeLgbtiNeg,GeFa,StDef,StGen,StCon,StSd,StRef,StSym,StInd,StUni,StBor,StXbor,Pol,PolGen,PolNewInd,PolNewTemp,ConRen,Cons,Ele,ElecComm,PolPar,PolParTrans,PolParOth,Civso,Tral,Pubad,Polps,PpsSt,PpsSub,PpsEx,PpsOro,PpsOthPr,PpsVet,PpsAut,PpsInt,PpsOth,Terps,TpsSub,TpsLoc,TpsAut,TpsOth,Eps,EpsRes,EpsFis,EpsOth,Mps,MpsMe,MpsJt,MpsPro,MpsOth,HrGen,EqGen,HrDem,Prot,ProtCiv,ProtGrp,ProtLgl,ProtOth,HrFra,HrfSp,HrfBor,HrfTinc,HrfOth,HrCp,CprLife,CprTort,CprEq,CprSlav,CprLib,CprDet,CprFmov,CprFspe,CprFass,CprTria,CprPriv,CprVote,CprReli,CprOth,HrSec,SerProp,SerWork,SerHeal,SerEdu,SerStdl,SerShel,SerSs,SerCult,SerOth,HrNi,HrNiMe,HrNiNe,HrNiOth,HrIi,HrIiMon,HrIiBod,HrIiOth,HrMob,HrDet,Med,MedGov,MedSubs,MedLog,MedOth,HrCit,CitGen,CitRights,CitDef,CitOth,JusCr,JusCrSp,JusCrSys,JusCrPow,JusEm,JusJu,JusPri,JusTra,Dev,DevSoc,DevHum,DevInfra,NEC,NatRes,IntFu,Bus,Tax,TaxPo,TaxRef,TaxOth,Ban,CenBan,BanPers,BanInt,BanXb,LaRef,LaRefMan,LaRefRet,LaRefOth,LaNom,LaCH,LaCHTa,LaCHIt,LaCHPro,LaCHOth,LaEn,Wat,SsrGua,Ce,CeProv,CeGen,SsrPol,SsrArm,SsrDdr,DdrDemil,DdrProg,SsrInt,SsrPsf,SsrFf,Cor,SsrCrOcr,SsrDrugs,Terr,TjGen,TjAm,TjAmPro,TjSan,TjPower,TjAmBan,TjCou,TjJaNc,TjJaIc,TjMech,TjPrire,TjVet,TjVic,TjMis,TjRep,TjRSym,TjRMa,TjNR,ImUN,ImOth,ImRef,ImPK,ImE,ImSrc
Guinea-Bissau,Government,46,Guinea Bissau peace process,Africa (excl MENA),329,Final communiqué of the joint Economic Community of West African States (ECOWAS)/Community of Portuguese-speaking Countries (CPLP) consultative meeting on the situation in Guinea-Bissau,1998-08-25,Unilateral document,2,5059,InterIntra,Cea,CeaMix,"Unsigned agreeement but parties are known to be:
the Government of the Republic of Guinea-Bissau; 
and the Self-denominated Military Junta.","Unsigned agreeement but the following parties are listed as present at the meeting: 
ECOWAS member States
-	Republic of Côte d’Ivoire
-	Republic of The Gambia
-	Republic of Guinea
-	Federal Republic of Nigeria
-	Republic of Senegal 

CPLP member States
-	Republic of Angola
-	Federative Republic of Brazil
-	Republic of Cape Verde
-	Republic of Mozambique
-	Republic of Portugal
-	Republic of Sao Tome and Principe

The representative of the Secretary-General of the United Nations is also listed as present at the meeting on special invitation.","Page 1, 10: The meeting noted with satisfaction that the parties to the conflict had agreed to a truce, brokered by CPLP, and commended CPLP for its efforts.

Page 1, 11: In order to consolidate the fragile peace now holding in Guinea-Bissau and ensure that it is not short-lived, the parties to the conflict, encouraged by the ECOWAS Committee of Seven and the CPLP Contact Group, agreed to transform the current truce into a ceasefire.

Page 2, 12: The representatives of the Government of Guinea-Bissau and the Self- denominated Military Junta then proceeded to sign the ceasefire agreement.",GNB,,404,,410,,,902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1
India/Manipur,Government/territory,135,India - Manipur,Asia and Pacific,1835,Extension of Suspension of Operations (SoO) with United People's Front (UPF),2015-06-09,Multiparty signed/agreed,1,669,Intra,Cea,Ceas,"Representatives of United People's Front [see PDF for signatories]
Joint Secretary (NE), Ministry of Home Affairs, Government of India
IG (INT) Govt. of Manipur",,"Page 1, 
Suspension of Operations (SoO) with UPF was effective till 21st August 2014. Based on mutual understanding of all the parties, the SoO is signed for the period from August 21, 2014 to June 9, 2015. SoO is further extended by all the parties in the meeting held today i.e. June 9, 2015 for another year till June 8, 2016.",IND,,750,,347,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
India/Nagaland,Government/territory,52,India-Nagaland peace process,Asia and Pacific,1049,Extension of Ceasefire with the NSCN-IM,2001-06-14,Multiparty signed/agreed,1,1800,Intra,Cea,Ceas,"Shri K. Padmanbhaiah, Representative of the Government of India and Shri T. Muivah, General Secretary, NSCN",,"Page 1,
(ii) Both the parties would abide by the Ground Rules as revised on 13th January, 2001, both in letter and in spirit.",IND,,750,,251,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
India/Nagaland,Government/territory,52,India-Nagaland peace process,Asia and Pacific,1839,NSCN-IM's Announcement of Ceasefire Agreement with Government of India,1997-07-25,Unilateral document,1,1032,Intra,Cea,Ceas,"Sd/-(ISAK CHISHI SWU)
(Although the document is stated to be between the Government of India and the NSCN-IM)
",,,IND,,750,,251,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Indonesia/Aceh,Government/territory,55,Indonesia-Aceh peace process,Asia and Pacific,1689,Status of Mission Agreement (SOMA) on the Establishment and Management of the HDC Aceh Monitoring Mission (HAMM),2002-12-16,Multiparty signed/agreed,5,7383,Intra,Cea,Rel,"For the Government Of the Republic of Indonesia
SUDI SILALAHI
For the Henry Dunant Centre for Humanitarian Dialogue (HDC)
MARTIN GRIFFITHS
",,"cessation of hostilities (COH) agreement; Framework Agreement between GOI and GAM regarding Cessation of Hostilities dated December 9, 2002",IDN,,850,,366,,,912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Indonesia/Aceh,Government/territory,55,Indonesia-Aceh peace process,Asia and Pacific,325,Cessation of Hostilities Framework Agreement between the Government of the Republic of Indonesia and the Free Aceh Movement,2002-12-09,Multiparty signed/agreed,6,15498,Intra,Cea,CeaMix,"For the Government of the Republic of Indonesia, Amb. Mr. S. Wiryono; For the Leadership of the Free Aceh Movement Dr. Zaini Abdullah
","Witnessed by Henry Dunant Centre for Humanitarian Dialogue (HDC), Mr. Martin Griffiths",10 May 2002 Joint Statement; ,IDN,,850,,366,1111,,912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,2,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Indonesia/Aceh,Government/territory,55,Indonesia-Aceh peace process,Asia and Pacific,103,Evaluation of the Conduct of Cessation of Violence,2001-04-04,Multiparty signed/agreed,2,2770,Intra,Cea,Rel,"Republic of Indonesia JSCM, KB. Pol. Drs. Ridhwan Karim,
GAM-JSCM, Tgk. Nashiruddin bin Ahmed",Witnessed by Henry Dunant Centre for Humanitarian Dialogue,Commander-to- Commander meeting of 1Oth February 2001; ,IDN,,850,,366,,,912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Indonesia/Aceh,Government/territory,55,Indonesia-Aceh peace process,Asia and Pacific,104,4th Commander to Commander Agreement: The Follow-Up of Security Arrangements in Aceh,2001-03-18,Multiparty signed/agreed,2,2240,Intra,Cea,Rel,"Field Commander Representatives of National Military/National Police of Republic of lndonesia; 
(Signed) Adj. Sr. Comr. Dadang Angga L (Representative of Aceh Police);
(Signed) Lt. Col. lnf. Ayardi Muhammed (Military Chief of Staff 012/TU);
(Signed) Adj. Sr. Comr. Drs. Natari Rani (Representative of Aceh Police);
(Signed) Comr. Drs. Adityawarman (Representative of Aceh Police);

Other Participations from the Republic of Indonesia;
1. Sr. Comr. Drs. Ridhwan Karim (JCSM)
2. Col. CPM. Sulaiman AB (JCSM)
3. Col. T. Djohan (JCSM)
4. Col. M. Yasin (JCSM)
... 7. Adj. Sr. Comr. Drs. Noteri (Aceh Police Officer)

Field Commander Representatives of Free Aceh Movement;
(Signed) Tgk. Amri Bin Abd. Wahab (Deputy Operational Commander Main Tiro);
(Signed) Tgk. Saiful Bin Muhammed Ali (Deputy Operational Commander, Pasee);
(Signed) Tgk. Zamzami Bin Abd. Reni (Deputy Operational Commander, Meureuhom Daya)
(Signed) Tgk. Amiruddin Bin Yusuf (Deputy Operational Commander. Bateel liek)

Other participants from GAM;
l. Tgk. Nashiruddin Bin Ahmed (JCSM)
2. Tgk. Amni Bin Ahmed Marzuki (JCSM)...
","Representative of RI JCSM; 
(Signed) Sr. Comr. Drs. Ridhwan Karim;

Henry Dunant Center;
(Signed) lan Oliver;

Representative of GAM JCSM (Signed);
Tgk. Nashiruddin Bin Ahmed;",Geneva Agreement on Security Arrangement in Aceh;,IDN,,850,,366,,,912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Indonesia/Aceh,Government/territory,55,Indonesia-Aceh peace process,Asia and Pacific,105,3rd Commander to Commander Agreement: The Third Term Evaluation Results of the Cessation of Violence in Aceh,2001-03-01,Multiparty signed/agreed,2,2353,Intra,Cea,Rel,"Representing the operational commander TNl/POLRI of the Republic of lndonesia:
1. KB. Pol. Drs. Manahan Daulay (Aceh Police Element) 
2. KB. Pol. Drs. A. Yahya (Aceh Police Element) 
3. Mayor. lnf. Nandang lskandar (Op. Chief Rem.001 /Lilawangsa)
4. Let. Kol. Zamzami, (lnt. Section Chief 002/Teuku Umar Commander) 

Representing the operational commander Free Aceh Movement:
1. Tgk. Amri Bin Abd. Wahab (Deputy Operational Commander) 
2. Tgk. Salful Bin Muhammad Ali (Deputy Operational Commander) 
3. Tgk. Mustafa Bin M. Jafar (Deputy Operational Commander) 
4. Tgk. Zamzami Bin Abd. Roni (Deputy Operational [...])","Witnessed by:
Representative of JCSM of the RI, KB. Pol. Drs. Ridwan Karim 
Henry Dunant Center, Dominik Knill 
Representative of JCSM of the GAM, Tgk. Noshiruddin Bin Ahmed ","agreement on February 10, 2001;",IDN,,850,,366,,,912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Indonesia/Aceh,Government/territory,55,Indonesia-Aceh peace process,Asia and Pacific,106,2nd Commander to Commander Agreement: Results of 10-day Evaluation Concerning Agreement Implementation on Cessation of Violence in Aceh,2001-02-22,Multiparty signed/agreed,2,3046,Intra,Cea,Rel,"Representatives of Field Commanders of the TNl/POLRI:
l . KB. Pol. Drs. Manahan Daulay (Representing POLDA Aceh) 
2. AKB. Pol. Drs. D. Anggalaksana Ali (Representing POLDA Aceh) 
3. Letkol. lnf. lskandar (Kasrem 011/lilawangsa) 
4. Letkol. lnf. Ayardi (Kasrem 012/Teuku Umar) 

Representatives of Field Commanders of the GAM:
Tgk. Amri Bin Abd. Wahab (Representing GAM Field Commander) 
Tgk. Saiful Bin Muhammad (Representing GAM Field Commander) 
Tgk. Mustafa Bin M. Jafar (Representing GAM Field Commander) ","Witnessed by: Henry Dunant Center, Dominik Knill;
Representative of JCSM of the RI, KB. Pol. Drs. Ridwan Karim;
Representative of JCSM of the GAM, Tgk. Nashiruddin Bin Ahmed;",agreement to stop violence which has been agreed by the RI and GAM field commanders on 10 February 2001; Both the RI and GAM parties have met again on 22 February 2001 to evaluate the agreement implementation;,IDN,,850,,366,,,912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Indonesia/Aceh,Government/territory,55,Indonesia-Aceh peace process,Asia and Pacific,108,Agreement Reached by both Field Commanders of the RI and the GAM,2001-02-10,Multiparty signed/agreed,2,2433,Intra,Cea,Ceas,"Representatives of the GAM, On behalf of Field Commanders of the AGAM,
1. TKG. AMRI BIN ABDUL WAHAB
2. TGK. SAIFUL BIN MUHAMMAD ALI

Representatives of the Government of the RI on Behalf of Field Commanders of the Aceh Police,
1. KOM. BES. DRS. SUYITNO
2. KOM. BES. POL. DRS. MANAHAN DAULAY

Witnessed by the Joint Committee of Security Modality of the RI and the GAM
Representative of the Free Aceh Movement (GAM
Tgk. Nashiruddin bin Ahmed

Representative of the Government of the RI
Kom. Bes. Drs. Ridhwan Karim",The meeting was facilitated by Henry Dunant Center (HDC) ,,IDN,,850,,366,,,912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Indonesia/Aceh,Government/territory,55,Indonesia-Aceh peace process,Asia and Pacific,1196,Report on the Meeting between the Aceh Free Movement (GAM) and the Republic of Indonesia (RI),2001-02-10,Multiparty signed/agreed,3,2455,Intra,Cea,Ceas,"Representatives of the Government of the RI on behalf of field commanders of the Aceh Police
1. KBP Drs. Suyitno
2. KBP. Drs. M. Daulay

Representatives of the Free Aceh Movement on behalf of Field Commanders of the GAM:

1. TGK. Amri bin Abdul Wahab
2. Tgk. Saiful bin Muhammad Ali
","The Aceh Free Movement (GAM)
a. Tgk. Nashiruddi bin Ahmad (Member of JCSM)[Signed as Witness]
b. Tgk. Amni bin Ahmad Maracaki(?) (Member of JCSM)
c. Tgk. Sofyan Ibrahim Tiba, SH (Member of JCSM)
d. Tgk. Amri bib Abdul Wahab (Vice of Field Commander)

The Government of the Republic of Indonesia
a. KB. Pol. Drs. Ridwan Karim (Member of JCSM)[Signed as Witness]
b. Kol. CPM Drs. Sulaiman AB (Member of JCSM)
c. Kol. CHK. Balukia, SH (Member of JCSM)
d. KB. Pol Drs. Suyitno (Representative of Aceh Police)
e. KB. Pol Drs. Manalum Daulay (Representative of Aceh Police)

Monitoring Team of Security Modality (MTSM)
a. H. Muhammad Daim (MTSM)
b. Nasrullah Dahlawi (MTSM)

Henry Dunant Center (HDC)
a. Dominik Knill [Signed as witness]
b. Jean-Pierre Werder
c. David Gorman",,IDN,,850,,366,,,912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Indonesia/Aceh,Government/territory,55,Indonesia-Aceh peace process,Asia and Pacific,113,Joint Understanding on Humanitarian Pause for Aceh,2000-05-12,Multiparty signed/agreed,4,3285,Intra,Cea,Ceas,"Amb. Dr. N. Hassan Wirajuda for the Government of the Republic of Indonesia, and;
Dr. Zaini Abdullah for the Leadership of the Free Aceh Movement ",,,IDN,,850,,366,,,912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Ireland/United Kingdom/Northern Ireland,Government/territory,62,Northern Ireland peace process,Europe and Eurasia,1258,Combined Loyalist Military Command Ceasefire Statement,1994-10-13,Unilateral document,2,2547,Intra,Cea,Ceas,Combined Loyalist Military Command (CLMC),,,GBR,IRL,200,205,315,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
